ISO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TIMESTAMP
204,BEN1,1,19971010,1997,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Reuters,International,Teachers protest over working conditions,0,1552577678
204,BEN2,2,19971202,1997,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Reuters,International,Teachers protest over working conditions,0,1552577677
204,BEN4,4,19980621,1998,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Reuters,International,Protests over election irregularties,0,1552577675
204,BEN5,5,19980801,1998,1,Violence against civilians,Attack,Police Forces of Benin (1996-2006),,1,Civilians (Benin),,7,17,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Reuters,International,Journalist killed by officer,1,1552577674
204,BEN6,6,19980807,1998,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Reuters,International,Journalists protest killing of media member,0,1552577674
204,BEN7,7,19990606,1999,1,Violence against civilians,Attack,Military Forces of Benin (1996-2006),,1,Civilians (Benin),,7,17,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,Inter Press Service,International,Member of parliament attacked by military,0,1552577669
204,BEN8,8,19990607,1999,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Inter Press Service,International,Journalists protest against beating of MP member,0,1552577669
204,BEN9,9,20000505,2000,1,Riots,Violent demonstration,Rioters (Benin),Prisoners (Benin),5,Police Forces of Benin (1996-2006),,1,15,Western Africa,Benin,Mono,Lokossa,,Lokossa,6.63,1.72,1,AFP,International,Prisoners riot over countrys judiciary system- killing a guard,1,1561468964
204,BEN10,10,20010119,2001,1,Violence against civilians,Attack,Police Forces of Benin (1996-2006),,1,Civilians (Benin),,7,17,Western Africa,Benin,Atlantique,Abomey-Calavi,,Abomey-Calavi,6.45,2.35,1,AFP,International,two journalists beaten,0,1561468964
204,BEN11,11,20010815,2001,1,Violence against civilians,Attack,Unidentified Armed Group (Benin),,3,Civilians (Benin),,7,37,Western Africa,Benin,Collines,Save,,Okunfo,8.32,2.63,1,IRIN,Other,two people killed while travelling,2,1552577659
204,BEN12,12,20010825,2001,1,Violence against civilians,Attack,Unidentified Armed Group (Benin),,3,Civilians (Benin),,7,37,Western Africa,Benin,Zou,Bohicon,,Bohicon,7.178,2.067,2,AFP,International,Bandits kill 2 people,2,1561468964
204,BEN13,13,20020425,2002,1,Protests,Protest with intervention,Protesters (Benin),PRB: Renaissance Party of Benin,6,Police Forces of Benin (1996-2006),,1,16,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,"""PRB """"protest[ed] against the refusal by the interior ministry to endorse decisions taken at a PRB party congress"""". Police fired teargas at the protesters""",0,1561468964
204,BEN14,14,20030401,2003,1,Violence against civilians,Attack,Police Forces of Benin (1996-2006),,1,Civilians (Benin),,7,17,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,All Africa,Regional,"""Four journalists were beaten, detained and later released by police. The journalists had published a letter from an underground police force that was meant for Benins head of police. The officers said the journalists were being unethical.""",0,1552577651
204,BEN15,15,20030515,2003,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Pan Africa News,Regional,About 100 journalists protested the beating and detaining of four journalists in April 2003 by police forces.,0,1552577651
204,BEN16,16,20040818,2004,1,Battles,Armed clash,Unidentified Armed Group (Benin),Labour Group (Benin),3,Police Forces of Benin (1996-2006),,1,13,Western Africa,Benin,Oueme,Porto-Novo,,Porto-Novo,6.483,2.617,1,Reuters,International,"""Riots broke out between police and fuel vendors. Police were arresting fuel vendors in order to cut down illegal fuel trade- most fuel was illegally bought in Nigeria. During the arrests other fuel vendors responded by attacking police with machetes and firearms. Also vendors set tires on fire and lit a petrol station on fire. Two rioters died and over ten injured.""",2,1552577646
204,BEN17,17,20040906,2004,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Oueme,Porto-Novo,,Porto-Novo,6.483,2.617,1,AFP,International,Truckers launched a protest by blocking roads from Cotonou to Novo-Porto and along the border to Nigeria. They were protesting police harassment and brutality.,0,1561468964
204,BEN19,19,20050707,2005,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Oueme,Porto-Novo,,Porto-Novo,6.483,2.617,1,Global Insight Daily Analysis,International,"""Propsed new povisions for potential presidential candidates. One new rule would state that the candidate must live in Benin continuously for the year leading up to the election. If passed this would exclude Mathieu Kerekous opponent Yayi Boni from running.""",0,1552577643
204,BEN20,20,20050913,2005,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Global Insight Daily Analysis,International,Cotton farmers protested the non-payment of subsidies by the government for two years.,0,1552577642
204,BEN21,21,20060617,2006,3,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,All Africa,Regional,Benins ban on contraband fuel ignites protests,0,1552577640
204,BEN22,22,20070315,2007,1,Battles,Armed clash,Military Forces of Benin (2006-2016) Presidential Security Unit,,1,Unidentified Armed Group (Benin),,3,13,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,Unidentified armed men attacked President Bonis convoy. President Boni was unharmed but several of his security guards were hurt.,0,1561468964
204,BEN23,23,20070513,2007,1,Violence against civilians,Attack,Military Forces of Benin (2006-2016) Presidential Security Unit,,1,Civilians (Benin),,7,17,Western Africa,Benin,Atlantique,Ouidah,,Ouidah,6.367,2.083,1,Reuters,International,Citizens of Ouidah were angered that the president set up road blocks during his drive through the town. People ignored the road blocks and were in turn shot by the presidential guard. Two people were killed and five injured. In response to the killing.,1,1552577637
204,BEN24,24,20070513,2007,1,Violence against civilians,Attack,Military Forces of Benin (2006-2016) Presidential Security Unit,,1,Civilians (Benin),,7,17,Western Africa,Benin,Atlantique,Ouidah,,Ouidah,6.367,2.083,1,Reuters,International,"""Citizens of Ouidah were angered that the president set up road blocks during his drive through the town. People ignored the road blocks and were in turn shot by the presidential guard. Two people were killed and five injured. In response to the killing.""",1,1552577637
204,BEN25,25,20080710,2008,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,All Africa,Regional,Protesters demonstrated against the high cost of living in Benin and demanded salary increases.,0,1552577631
204,BEN26,26,20090721,2009,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Global Insight Daily Analysis,International,protest over corruption and cost of living,0,1552577626
204,BEN27,27,20091124,2009,1,Violence against civilians,Attack,Unidentified Armed Group (Benin),,3,Civilians (International),,7,37,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,AP,International,Pirates attacked vessel off Benin coast; 1 sailor killed,1,1561468964
204,BEN28,28,20100214,2010,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,"Protests hostile to the government in the capital Cotonou, against the exclusion of citizens from the voting lists.",0,1561468964
204,BEN29,29,20100221,2010,1,Protests,Protest with intervention,Police Forces of Benin (2006-2016),,1,Protesters (Benin),,6,16,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,Benin police in Cotonou said Monday they used teargas to disperse opposition protesters who tried to join a rally to denounce an incomplete electoral list ahead of March 6 presidential polls.,0,1561468964
204,BEN30,30,20100322,2010,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,Thousands of protesters marched to denounce the negative consequences of the different treaties signed by the government with the World Bank and the IMF.,0,1561468964
204,BEN31,31,20100322,2010,1,Protests,Peaceful protest,Protesters (Benin),Students (Benin),6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,Thousands of students marched through Cotonou against the governments refusal to negotiate with teachers who have been on strike since January.,0,1561468964
204,BEN32,32,20100330,2010,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,The Muslim community in Benin protested on Tuesday against the Swiss governments decision to oppose the construction of minarets in mosques.,0,1561468964
204,BEN33,33,20100419,2010,1,Strategic developments,Change to group/activity,Military Forces of Benin (2006-2016),,1,Unidentified Armed Group (Benin),,3,13,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,Xinhua,International,Military Forces of Benin intercepted a pirate vessel named Cobra in waters of the coast of Benin,0,1561468964
204,BEN34,34,20101001,2010,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,Thousands marched in the streets of Cotonou to demand the liberation of Pierre Urbain Dangnivo who disapeared under mysterious circumstances on August 17.,0,1561468964
204,BEN35,35,20101012,2010,1,Protests,Excessive force against protesters,Police Forces of Benin (2006-2016),,1,Protesters (Benin),,6,16,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,Benins police forces violently dispersed a marched in Cotonou protesting against the decision of the interior minister to ban all public manifestations regarding the disapearance of Pierre Urbain Dangnivo.,0,1561468964
204,BEN36,36,20101019,2010,2,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Oueme,Porto-Novo,,Porto-Novo,6.483,2.617,1,All Africa,Regional,Protesters demonstrated in Porto-Novo againt the governments implementation of a biometric identification scheme.,0,1552577545
204,BEN37,37,20101022,2010,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,Around a thousand people took to the streets in the small west African nation of Benin on Tuesday to protest against an incomplete voters roll for the March 6 presidential polls.,0,1561468964
204,BEN38,38,20110303,2011,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,Protesters blocked roads in Benins main city Thursday to demand a second postponement of this weekends presidential vote amid allegations that a million people were left off the electoral roll.,0,1561468964
204,BEN39,39,20110316,2011,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,"Hundreds of opposition supporters protested in front of Benins electoral commission on Wednesday following weekend presidential elections, claiming vote results were mishandled.",0,1561468964
204,BEN40,40,20110324,2011,1,Protests,Protest with intervention,Police Forces of Benin (2006-2016),,1,Protesters (Benin),,6,16,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP,International,"Benin authorities on Thursday fired tear gas to disperse youths protesting the re-election of President Boni Yayi in recent polls after they refused to clear roadways, police said.",0,1561468964
204,BEN41,41,20110412,2011,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Agence de Presse Africaine,Regional,Journalists marched through the streets of the capital to demand the right to exerce their proffession in a secure environment.,0,1561468964
204,BEN42,42,20110724,2011,1,Violence against civilians,Attack,Unidentified Armed Group (Benin),,3,Civilians (International),,7,37,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,IHS Global Insight Daily,International,"An Italian-owned tanker, the RBD Anema e Core, was attacked and boarded by suspected pirates yesterday (24 July) in the waters off the coast of Benin. The attack took place approximately 23 nautical miles south of the country's commercial capital and largest port of Cotonou. The Anema e Core was carrying a cargo of fuel and was manned by a crew of 23, including 20 Filipino seamen, when it came under attack by a group of at least three suspected pirates.",0,1552577531
204,BEN43,43,20110801,2011,1,Battles,Armed clash,Military Forces of Benin (2006-2016),,1,Pirates (Benin),,3,13,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,AFP,International,"Pirates boarded a Swedish tanker off the coast of Benin at the weekend but were chased away by the African nations navy, leaving the vessel and crew unharmed, the ships owner said Monday.",0,1561468964
204,BEN45,45,20110914,2011,1,Violence against civilians,Abduction/forced disappearance,Pirates (Benin),,3,Civilians (International),,7,37,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,AFP,International,"Pirates seized a Cyprus-flagged tanker with 23 crew on board Wednesday off the coast of the West African country of Benin, the latest in a wave of such attacks, the International Maritime Bureau said",0,1561468964
204,BEN47,47,20120508,2012,2,Protests,Peaceful protest,Protesters (Togo),,6,,,0,60,Western Africa,Benin,Mono,Lokossa,,Agame,6.728,1.76,1,Xinhua,International,"Hundreds of Togolese refugees admitted to the camps of the United Nations High Commissioner for Refugees (UNHCR) in the town of Agame, Benin, a hundred kilometers from Cotonou, have demonstrated outside the political representation of the organization in Cotonou. Benins Interior Minister Benoit Degla HAD Asked Togolese Refugees to return to Their Country if They Are Not Satisfied With Their living condition in Benin.",0,1561468964
204,BEN48,48,20120514,2012,2,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Alibori,Kandi,,Alibori Department,11.333,2.917,2,Quotidien le Matinal,National,"In recent days, producers of cotton basins of North Benin march against the Interprofessional Cotton Association. Precise date(s) and location unknown. The event occurred in ""north Benin.""",0,1552577515
204,BEN49,49,20120519,2012,2,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Benin),,3,Civilians (International),,7,37,Western Africa,Benin,Mono,Lokossa,,Lokossa,6.63,1.72,2,AFP,International,"An American is kidnapped in Benin. Location, date and perpetrator vague. He was found in the Mono department.",0,1561468964
204,BEN50,50,20120811,2012,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Borgou,Parakou,,Parakou,9.35,2.617,1,Le Matin (Benin),National,"A pro-government march tokk place in Parakou in support of the president, Boni Yayi",0,1552577508
204,BEN51,51,20120811,2012,1,Protests,Protest with intervention,Protesters (Benin),,6,Police Forces of Benin (2006-2016),,1,16,Western Africa,Benin,Borgou,Parakou,,Parakou,9.35,2.617,1,Le Matin (Benin),National,An anti-government protest march was stopped by the police,0,1552577508
204,BEN52,52,20120812,2012,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Atlantique,Abomey-Calavi,,Abomey-Calavi,6.45,2.35,1,Fraternite (Benin),National,"Populations from Abomey-Calavi, So-ava and Ze gathered in support of president Boni Yayi in a protest march in Abomey-Calavi",0,1552577508
204,BEN53,53,20120812,2012,1,Protests,Peaceful protest,Protesters (Benin),Yen A Marre Movement,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,La Nouvelle (Benin),National,Thousands of youth from Benin joined a protest movement against the current government,0,1561468964
204,BEN54,54,20120816,2012,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Atacora,Natitingou,,Natitingou,10.307,1.375,1,Fraternite (Benin),National,A pro-government rally took place in Atakora,0,1552577508
204,BEN55,55,20120908,2012,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Oueme,Porto-Novo,,Porto-Novo,6.483,2.617,1,Actu Benin,National,A rally in support of the president Yayi Boni took place in Cotonou,0,1552577506
204,BEN57,57,20120910,2012,1,Protests,Peaceful protest,Protesters (Benin),Police Forces of Benin (2006-2016),6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,2,Actu Benin,National,Members of the municipal police forces marched in the streets of ? In protest at the non-payment of their wages,0,1552577506
204,BEN61,61,20120921,2012,1,Protests,Protest with intervention,Protesters (Benin),,6,Police Forces of Benin (2006-2016),,1,16,Western Africa,Benin,Borgou,Parakou,,Parakou,9.35,2.617,1,Actu Benin,National,Opponents of the new king of Parakou gatheres in front of the Royal Palace to contest his appointment. Police Forces intervened to disperse the crowd.,0,1552577505
204,BEN58,58,20120921,2012,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Actu Benin,National,A crowd of supporters of the president of Benins former advisor gathered in front of the central police station to demand his release from custody,0,1552577505
204,BEN59,59,20120921,2012,1,Riots,Violent demonstration,Rioters (Benin),,5,Police Forces of Benin (2006-2016),,1,15,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Actu Benin,National,Protesters clashed with police forces following a protest against the closure of the tv station canal 3,0,1552577505
204,BEN62,62,20121022,2012,1,Strategic developments,Arrests,Government of Benin (2006-2016),,1,Civilians (Benin),,7,17,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,3,AFP,International,"Benin has charged President Thomas Boni Yayis' doctor, niece and an ex-minister over an alleged plot to poison him",0,1561468964
204,BEN63,63,20130717,2013,1,Protests,Peaceful protest,Protesters (Benin),Citizens Alternative Movement,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Jeune Afrique,Regional,People of the Red Wednesday movement wore red garments and protested against the constitutional amendment that would allow the president to run for a third term.,0,1552577442
204,BEN64,64,20130724,2013,1,Protests,Peaceful protest,Protesters (Benin),Citizens Alternative Movement,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Jeune Afrique,Regional,People of the Red Wednesday movement wore red garments and protested against the constitutional amendment that would allow the president to run for a third term.,0,1552577442
204,BEN65,65,20130731,2013,1,Protests,Peaceful protest,Protesters (Benin),Citizens Alternative Movement,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Jeune Afrique,Regional,People of the Red Wednesday movement wore red garments and protested against the constitutional amendment that would allow the president to run for a third term.,0,1552577441
204,BEN66,66,20130801,2013,1,Protests,Peaceful protest,Protesters (Benin),Citizens Alternative Movement,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Jeune Afrique,Regional,"On their independence day, people of the Red Wednesday movement wore red garments and protested against the constitutional amendment that would allow the president to run for a third term.",0,1552577441
204,BEN67,67,20130801,2013,1,Strategic developments,Change to group/activity,Police Forces of Benin (2006-2016),,1,,,0,10,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Jeune Afrique,Regional,"Security Measures: The house of Gaston Zossou, former Minister of Communication, was surrounded by police to prevent him from participating in the Red Wednesday independence day demonstration.",0,1552577441
204,BEN68,68,20130802,2013,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Jeune Afrique,Regional,Supporters of President Boni Yayi wear white garments and protest with White Friday - as a counter-action to Red Wednesday .,0,1552577441
204,BEN69,69,20130814,2013,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AP,International,"For fifth consecutive Wednesday in a row, hundreds of people in the capital have donned bright red T-shirts, caps and headbands to signal their solidarity with the so-called Red Wednesday movement, whose slogan is ""Dont touch my constitution.""",0,1561468964
204,BEN70,70,20131104,2013,1,Riots,Violent demonstration,Rioters (Benin),FNEB: National Union of Students of Benin,5,Military Forces of Benin (2006-2016),,1,15,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Koaci News,Regional,A riot broke out at Abomey Calavi University as students protested against double fees. The army dispersed the students with tear gas.,0,1561468964
204,BEN72,72,20131209,2013,1,Violence against civilians,Attack,Unidentified Armed Group (Benin),,3,Civilians (Benin),"ALCRER: Association against Racism, Ethnocentrism and Regionalism",7,37,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,RFI,International,"An assassination attempt was made against Martin Assogba, a human rights activist and president of the Association Against Racism, Ethnocentrism and Regionalism (ALCRER). Seven arrests made but no further details as yet.",0,1561468964
204,BEN73,73,20131227,2013,1,Protests,Protest with intervention,Protesters (Benin),CSTB: Confederation of Trade Unions of Benin,6,Police Forces of Benin (2006-2016),,1,16,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Xinhua,International,The police used tear gas and batons to disperse an unauthorised peaceful protest held collectively by several unions to protest against violations of trade union rights and to demand an improvement in their living and working conditions. 12 demonstrators injured.,0,1552577430
204,BEN76,76,20140224,2014,1,Protests,Peaceful protest,Protesters (Benin),Students (Benin),6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Xinhua,International,"Students from public universities protested in front of the Institut National de Formation dEducation Civique et Social Cotonou, calling for university classes to resume",0,1561468964
204,BEN77,77,20140325,2014,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,Xinhua,International,"Thousands of public and private sector workers, members of the opposition and civil society, have demonstrated to demand the resignation of the prefect of the departments of Atlantique and Littoral, believed to be responsible for the violence against protesters on December 27 of last year",0,1561468964
204,BEN79,79,20141015,2014,2,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin),5,Civilians (Benin),,7,57,Western Africa,Benin,Zou,Zogbodomey,,Ouassa,7.058,2.117,2,Republic of Benin,National,"Acts of vengeance and vandalism against people suspected of ""connivance with the occult world"" have occurred in Ouassa-Pehounco (the specific acts were not specified).",0,1552577401
204,BEN80,80,20141028,2014,1,Protests,Peaceful protest,Protesters (Benin),,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,AFP; AP,International,"A large number of people, anywhere from several hundred (AFP) to 30,000 (Associated Press) ""demonstrated in Benins capital to back the oppositions call for local elections.""",0,1561468964
204,BEN82,82,20141210,2014,1,Protests,Peaceful protest,Protesters (Benin),PRD: Democratic Renewal Party; PFD: Platform of Democratic Forces,6,,,0,60,Western Africa,Benin,Littoral,Cotonou,,Cotonou,6.35,2.433,1,RFI; Xinhua,International,"Thousands of memebrs of opposition groups, including the Platform of Democratic Forces and the Democratic Renewal Party (PRD), took to the streets in Porto-Novo and Cotonou to protest against against the government.",0,1561468964
204,BEN83,83,20141210,2014,1,Protests,Peaceful protest,Protesters (Benin),PRD: Democratic Renewal Party; PFD: Platform of Democratic Forces,6,,,0,60,Western Africa,Benin,Oueme,Porto-Novo,,Porto-Novo,6.483,2.617,1,RFI; Xinhua,International,"Thousands of memebrs of opposition groups, including the Platform of Democratic Forces and the Democratic Renewal Party (PRD), took to the streets in Porto-Novo and Cotonou to protest against against the government.",0,1561468964
